date,amount,category,description
2026-01-20,125.0,zapatos,zapatos nuevos
2026-01-28,1200.0,Electrónica,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Purchased a laptop
2026-01-19,12.5,food,sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2026-01-31,25.99,entertainment,movie ticket
2025-12-31,60.0,transport,gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,headphones
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,lunch
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,other,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,Entrada de cine
2026-01-20,125.0,shopping,Zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,bought new shoes
2026-01-28,1200.0,gadget,laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2026-01-31,25.99,entertainment,movie ticket
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,Bought headphones
2026-01-28,12.5,food,bought a sandwich
2026-01-28,12.5,food,Lunch
2026-01-28,35000.0,other,Car purchase
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,other,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,Compré un sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,Entrada de cine
2026-01-20,125.0,shopping,Compré zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,laptop purchase
2026-01-20,12.5,food,Sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2026-01-31,25.99,entertainment,movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,Headphones purchase
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,lunch
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,other,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,Compra de un sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,entrada de cine
2026-01-20,125.0,shopping,Compré zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,new shoes
2026-01-28,1200.0,gadget,laptop purchase
2026-01-19,12.5,food,sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,sandwich
2026-01-31,25.99,entertainment,movie ticket
2026-01-30,60.0,transport,gas on the last business day of last month
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber ride to the airport
2026-01-24,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,headphones
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,lunch
2026-01-28,35000.0,transport,car purchase
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,other,spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,12.5,food,Sándwich
2026-01-29,45.0,transport,Gasolina
2026-01-15,25.99,entertainment,entrada de cine
2026-01-20,125.0,shopping,Compré zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,Bought new shoes
2026-01-28,1200.0,gadget,Purchased a laptop
2026-01-19,12.5,food,sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,sandwich
2026-01-31,25.99,entertainment,movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,Headphones purchase
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,Lunch
2026-01-28,35000.0,other,car purchase
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,other,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,Entrada de cine
2026-01-20,125.0,shopping,Zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-20,12.5,food,Sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,sandwich
2026-01-31,25.99,entertainment,movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,Headphones
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,Lunch
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,entertainment,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,Entrada de cine
2026-01-20,125.0,shopping,Zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,Bought new shoes
2026-01-28,1200.0,gadget,Purchase of a laptop
2026-01-19,12.5,food,sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2026-01-31,25.99,entertainment,movie ticket
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,Headphones purchase
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,lunch
2026-01-28,35000.0,other,Car purchase
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,entertainment,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,entrada de cine
2026-01-20,125.0,shopping,Compra de zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,sandwich
2026-01-31,25.99,entertainment,movie ticket
2026-01-30,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-31,79.99,gadget,headphones
2026-01-28,12.5,food,sandwich
2026-01-28,12.5,food,lunch
2026-01-28,0.99,gadget,Paid for an app
2026-01-28,200.0,entertainment,spa treatment
2026-01-28,50.0,food,dinner
2026-01-28,12.5,food,compré un sándwich
2026-01-29,45.0,transport,gasolina
2026-01-15,25.99,entertainment,Entrada de cine
2026-01-20,125.0,shopping,Zapatos nuevos
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,0.5,food,sandwich
2026-01-28,12.5,food,Bought a sandwich
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-24,18.0,entertainment,Movie ticket
2026-01-28,65.0,food,Instacart grocery delivery
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-12,8.75,food,Coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop (USD)
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-19,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-19,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,other,Bought a car
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-12,8.75,food,Coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,Coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car (USD)
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,other,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-19,8.75,food,Coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-19,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,Coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,other,Bought a car (USD)
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Car purchase
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-12,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,Coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car (USD)
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de laptop
2026-01-28,12.5,food,sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,Movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,sandwich
2026-01-19,8.75,food,coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,Coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,transport,Bought a car
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de una laptop
2026-01-28,12.5,food,Sandwich
2026-01-29,45.0,transport,Gas
2026-01-15,25.99,entertainment,movie ticket
2026-01-20,125.0,shopping,New shoes
2026-01-28,1200.0,gadget,Laptop purchase
2026-01-19,12.5,food,Sandwich
2026-01-19,8.75,food,Coffee
2026-01-05,12.5,food,Sandwich
2025-12-31,25.99,entertainment,Movie ticket
2025-12-31,60.0,transport,Gas
2026-01-27,4.5,food,Coffee
2026-01-26,38.0,transport,Uber to the airport
2026-01-23,18.0,entertainment,Movie ticket
2026-01-31,20.0,transport,Bus pass
2026-01-28,65.0,food,Instacart grocery delivery
2025-12-31,79.99,gadget,Headphones
2026-01-28,35000.0,other,Car purchase
2026-01-28,0.99,gadget,App purchase
2026-01-28,200.0,entertainment,Spa treatment
2026-01-28,50.0,food,Dinner
2026-01-28,1200.0,gadget,Compra de una laptop
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,Bought new shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to a client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-20,12.5,food,sandwich,,
2026-01-12,8.75,food,coffee,,
2026-01-06,12.5,food,Sandwich bought on the first Monday of January,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas for vehicle,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-24,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,headphones,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,Paid for an app,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,Gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,Bought new shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich,,
2026-01-12,8.75,food,coffee,,
2026-01-05,12.5,food,Bought a sandwich,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas expense on the last business day of last month,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-24,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,headphones,,
2026-01-28,35000.0,other,Car purchase,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,Gas,,
2026-01-15,25.99,entertainment,Movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Purchased a laptop,,
2026-01-28,18.0,transport,Taxi to a client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich purchased,,
2026-01-12,8.75,food,coffee,,
2026-01-05,12.5,food,sandwich,,
2026-01-31,25.99,entertainment,Movie ticket,,
2026-01-30,60.0,transport,Gas for business,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-24,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Headphones purchase,,
2026-01-28,0.99,gadget,Payment for an app,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,Gas payment,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes purchase,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to a client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after a work event,,
2026-01-28,24.0,food,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich purchase,,
2026-01-12,8.75,food,coffee,,
2026-01-05,12.5,food,sandwich,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas purchase,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber ride to the airport,,
2026-01-23,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Bought headphones,,
2026-01-28,35000.0,shopping,Car purchase,,
2026-01-28,0.99,gadget,Purchased an app,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de una laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Purchased a laptop,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,Lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,dinner with family,,
2026-01-28,14.0,food,"Lunch after work event, likely reimbursable",,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich,,
2026-01-12,8.75,food,coffee,,
2026-01-06,12.5,food,Sandwich purchased on the first Monday of January,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas for vehicle (business),,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-24,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,headphones,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,Gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Laptop purchase,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,drinks after work with coworkers and friends,,
2026-01-20,12.5,food,Sandwich,,
2026-01-12,8.75,food,Coffee,,
2026-01-05,12.5,food,Sandwich purchase,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas for business use,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass purchase,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Headphones,,
2026-01-28,0.99,gadget,App purchase,,
2026-01-28,200.0,other,Spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Purchased a laptop,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,lunch with a customer,,
2026-01-28,22.0,entertainment,movie ticket with friends,,
2026-01-28,48.0,food,dinner with family,,
2026-01-28,14.0,food,"Lunch after a work event, unsure if reimbursable",,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich,,
2026-01-12,8.75,food,coffee,,
2026-01-05,12.5,food,Sandwich bought on the first Monday of January 2026,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-24,18.0,entertainment,Movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Bought headphones,,
2026-01-28,0.99,gadget,Paid for an app,,
2026-01-28,200.0,other,spa treatment,,
2026-01-28,50.0,food,dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,sandwich,,
2026-01-29,45.0,transport,Gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Purchased a laptop,,
2026-01-28,18.0,transport,Taxi to client meeting,,
2026-01-28,32.0,food,lunch with a customer,,
2026-01-28,22.0,entertainment,Movie ticket with friends,,
2026-01-28,48.0,food,Dinner with family,,
2026-01-28,14.0,food,Lunch after work event,,
2026-01-28,24.0,entertainment,Drinks after work with coworkers and friends,,
2026-01-19,12.5,food,Sandwich purchase,,
2026-01-12,8.75,food,Coffee,,
2026-01-05,12.5,food,Sandwich bought on the first Monday of January 2026,,
2026-01-31,25.99,entertainment,movie ticket,,
2026-01-30,60.0,transport,Gas for business,,
2026-01-27,4.5,food,coffee,,
2026-01-26,38.0,transport,Uber to the airport,,
2026-01-23,18.0,entertainment,movie ticket,,
2026-01-31,20.0,transport,Bus pass,,
2026-01-28,65.0,food,Instacart grocery delivery,,
2026-01-31,79.99,gadget,Bought headphones,,
2026-01-28,0.99,gadget,Paid for an app,,
2026-01-28,200.0,entertainment,spa treatment,,
2026-01-28,50.0,food,Dinner,,
2026-01-28,1200.0,gadget,Compra de laptop,,
2026-01-28,12.5,food,Sandwich,,
2026-01-29,45.0,transport,gas,,
2026-01-15,25.99,entertainment,movie ticket,,
2026-01-20,125.0,shopping,New shoes,,
2026-01-28,1200.0,gadget,Purchased a laptop,,
2026-01-28,18.0,transport,Taxi to a client meeting,,
